SerialNumber,IsPresent,Title,Authors,Edition,Volume,Year,Publisher,ISBN,Notes,RIS,NLMClassification,LCCClassification,MeSHTerms,EbookURL,,,,,,,,,,,
511,TRUE,Pharmacology for the Surgical Technologist,"Bailey, Tiffany; Keegan, Katherine",4th,,2015,Elsevier,,,"TY  - BOOK|||T1  - Pharmacology for the Surgical Technologist|||AU  - Bailey, Tiffany|||AU  - Keegan, Katherine|||ED  - 4th|||PY  - 2015|||PB  - Elsevier|||ER  - ",QV 4,RM125,Pharmacology; Operating Room Technicians,,,,,,,,,,,,
513,TRUE,Introduction to Vascular Ultrasonography,"Pellerito, John S.; Polak, Joseph F.",6th,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Introduction to Vascular Ultrasonography|||AU  - Pellerito, John S.|||AU  - Polak, Joseph F.|||ED  - 6th|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WG 141.5.U4,RC691.6.U47,"Ultrasonography, Doppler; Vascular Diseases / diagnostic imaging",https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20090609881,,,,,,,,,,,
516,TRUE,Exploring Medical Language: A Student-Directed Approach,"LaFleur Brooks, Myrna; LaFleur Brooks, Danielle",7th?,?,,Mosby Elsevier?,7ª Ed es ~2009. Verificar.,,"TY  - BOOK|||T1  - Exploring Medical Language: A Student-Directed Approach|||AU  - LaFleur Brooks, Myrna|||AU  - LaFleur Brooks, Danielle|||ED  - 7th?|||PY  - 2009?|||PB  - Mosby Elsevier?|||N1  - 7th Ed is ~2009. Verify details.|||ER  - ",W 15,R123,Terminology as Topic,,,,,,,,,,,,
517,TRUE,Urology Secrets,"Hanley, J. Quentin; Morey, Allen F.",3rd,,2003,Hanley & Belfus,,,"TY  - BOOK|||T1  - Urology Secrets|||AU  - Hanley, J. Quentin|||AU  - Morey, Allen F.|||ED  - 3rd|||PY  - 2003|||PB  - Hanley & Belfus|||ER  - ",WJ 18.2,RC871,Urology; Examination Questions,,,,,,,,,,,,
520,TRUE,Occupational Therapy and Geriatrics,"Sorrentino, Sharan A.; Kelly, Laura",,,?,Elsevier?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Occupational Therapy and Geriatrics|||AU  - Sorrentino, Sharan A.|||AU  - Kelly, Laura|||PB  - Elsevier?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WT 30,RM735.35,Occupational Therapy; Geriatrics,,,,,,,,,,,,
521,TRUE,Introduction to Physical Therapy and Geriatrics,"Pagliarulo, Michael A.",,,?,Elsevier?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Introduction to Physical Therapy and Geriatrics|||AU  - Pagliarulo, Michael A.|||PB  - Elsevier?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WT 100,RC953.8.P49,Physical Therapy Modalities; Geriatrics,,,,,,,,,,,,
522,TRUE,Dental Materials: Properties and Manipulation,"Powers, John M.; Sakaguchi, Ronald L.",11th?,?,,Elsevier,11ª Ed es ~2015. Verificar.,,"TY  - BOOK|||T1  - Dental Materials: Properties and Manipulation|||AU  - Powers, John M.|||AU  - Sakaguchi, Ronald L.|||ED  - 11th?|||PY  - 2015?|||PB  - Elsevier|||N1  - 11th Ed is ~2015. Verify details.|||ER  - ",WU 190,RK652.5,Dental Materials,https://evolve.elsevier.com/cs/product/9780323291303?role=student,,,,,,,,,,,
523,TRUE,Dental Materials: Clinical Applications for Dental Assistants and Dental Hygienists,"Hatem, Carol Dixon",3rd?,?,,Elsevier Saunders?,3ª Ed es ~2010. Verificar.,,"TY  - BOOK|||T1  - Dental Materials: Clinical Applications for Dental Assistants and Dental Hygienists|||AU  - Hatem, Carol Dixon|||ED  - 3rd?|||PY  - 2010?|||PB  - Elsevier Saunders?|||N1  - 3rd Ed is ~2010. Verify details.|||ER  - ",WU 190,RK652.5,Dental Materials; Dental Assistants; Dental Hygienists,,,,,,,,,,,,
525,TRUE,The Administrative Dental Assistant,"Gaylor, Linda J.; Phinney, Doni L.; Halstead, Judy H.",3rd,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - The Administrative Dental Assistant|||AU  - Gaylor, Linda J.|||AU  - Phinney, Doni L.|||AU  - Halstead, Judy H.|||ED  - 3rd|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WU 77,RK60.5,"Dental Assistants; Practice Management, Dental",,,,,,,,,,,,
526,TRUE,Infection Control and Management of Hazardous Materials for the Dental Team,"Miller, Chris H.; Palenik, Charles John",5th,,2013,Elsevier Mosby,,,"TY  - BOOK|||T1  - Infection Control and Management of Hazardous Materials for the Dental Team|||AU  - Miller, Chris H.|||AU  - Palenik, Charles John|||ED  - 5th|||PY  - 2013|||PB  - Elsevier Mosby|||ER  - ",WA 110 D4 M6,RK52,"Infection Control, Dental; Hazardous Substances",,,,,,,,,,,,
527,TRUE,Mosby's Orthodontic Review,"Mosby; English, Jeryl D.",2nd?,?,,Elsevier,2ª Ed es ~2015. Verificar.,,"TY  - BOOK|||T1  - Mosby's Orthodontic Review|||AU  - Mosby|||AU  - English, Jeryl D.|||ED  - 2nd?|||PY  - 2015?|||PB  - Elsevier|||N1  - 2nd Ed is ~2015. Verify details.|||ER  - ",WU 18.2,RK521,Orthodontics; Examination Questions,,,,,,,,,,,,
528,TRUE,Treatment Planning in Dentistry,"Stefanac, Stephen J.; Nesbit, Samuel P.",2nd,,2007,Mosby Elsevier,,,"TY  - BOOK|||T1  - Treatment Planning in Dentistry|||AU  - Stefanac, Stephen J.|||AU  - Nesbit, Samuel P.|||ED  - 2nd|||PY  - 2007|||PB  - Mosby Elsevier|||ER  - ",WU 100,RK53,Patient Care Planning; Dental Care,,,,,,,,,,,,
529,TRUE,Mosby's Comprehensive Review for General Sonography Examinations,"Ovel, B.",,,?,Mosby?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Mosby's Comprehensive Review for General Sonography Examinations|||AU  - Ovel, B.|||PB  - Mosby?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WN 18.2,RC78.7.U4,Ultrasonography; Examination Questions,,,,,,,,,,,,
530,TRUE,Sterile Processing for Pharmacy Technicians,"Davis, Karen",,,?,?,,Año/Edición/Editorial desconocidos. Verificar.,"TY  - BOOK|||T1  - Sterile Processing for Pharmacy Technicians|||AU  - Davis, Karen|||N1  - Year/Edition/Publisher unknown. Verify details.|||ER  - ",QV 737,RS199.S74,Sterilization; Pharmacy Technicians,,,,,,,,,,,,
531,TRUE,Priorities in Critical Care Nursing,"Urden, Linda D.; Stacy, Kathleen M.; Lough, Mary E.",5th?,?,,Mosby Elsevier?,5ª Ed es ~2008. Verificar.,,"TY  - BOOK|||T1  - Priorities in Critical Care Nursing|||AU  - Urden, Linda D.|||AU  - Stacy, Kathleen M.|||AU  - Lough, Mary E.|||ED  - 5th?|||PY  - 2008?|||PB  - Mosby Elsevier?|||N1  - 5th Ed is ~2008. Verify details.|||ER  - ",WY 154,RT120.I5,Critical Care Nursing,,,,,,,,,,,,
532,TRUE,Nursing Today: Transition and Trends,"Zerwekh, JoAnn Graham; Garneau, Angela Z.",4th,,2003,Saunders,,,"TY  - BOOK|||T1  - Nursing Today: Transition and Trends|||AU  - Zerwekh, JoAnn Graham|||AU  - Garneau, Angela Z.|||ED  - 4th|||PY  - 2003|||PB  - Saunders|||ER  - ",WY 86,RT82,Nursing / trends,,,,,,,,,,,,
533,TRUE,Nursing Care of Children: Principles & Practice,"James, Susan R.; Nelson, Kristine; Ashwill, Jean Weiler",,,2013?,Elsevier Saunders?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Nursing Care of Children: Principles & Practice|||AU  - James, Susan R.|||AU  - Nelson, Kristine|||AU  - Ashwill, Jean Weiler|||PY  - 2013?|||PB  - Elsevier Saunders?|||N1  - Year estimated. Verify details.|||ER  - ",WY 159,RJ245,Pediatric Nursing,https://evolve.elsevier.com/cs/product/9781437728019?role=student,,,,,,,,,,,
534,TRUE,Basic Nutrition and Diet Therapy,"Nix, Staci",14th,,2013,Elsevier Mosby,,,"TY  - BOOK|||T1  - Basic Nutrition and Diet Therapy|||AU  - Nix, Staci|||ED  - 14th|||PY  - 2013|||PB  - Elsevier Mosby|||ER  - ",QU 145,RM216,Nutrition Therapy; Diet Therapy,,,,,,,,,,,,
535,TRUE,Communication in Nursing,"Balzer Riley, Julia",6th,,2008,Mosby Elsevier,,Repetido de 509.,"TY  - BOOK|||T1  - Communication in Nursing|||AU  - Balzer Riley, Julia|||ED  - 6th|||PY  - 2008|||PB  - Mosby Elsevier|||N1  - Duplicate of 509.|||ER  - ",WY 87,RT23,Communication; Nurse-Patient Relations,,,,,,,,,,,,
536,TRUE,"Endocrine, Sexual, and Reproductive Systems; and Geriatrics - Module E",?,,,?,?,,Info muy limitada.,"TY  - BOOK|||T1  - Endocrine, Sexual, and Reproductive Systems; and Geriatrics - Module E|||N1  - Very limited info. Verify details.|||ER  - ",WK 100; WP 100; WT 100,,Endocrinology; Gynecology; Geriatrics,,,,,,,,,,,,
537,TRUE,Handbook of Nitrous Oxide and Oxygen Sedation,"Clark, Morris S.; Brunick, Ann L.",4th,,2015,Elsevier Mosby,,,"TY  - BOOK|||T1  - Handbook of Nitrous Oxide and Oxygen Sedation|||AU  - Clark, Morris S.|||AU  - Brunick, Ann L.|||ED  - 4th|||PY  - 2015|||PB  - Elsevier Mosby|||ER  - ",QV 81,RK510,"Anesthesia, Dental; Conscious Sedation; Nitrous Oxide",,,,,,,,,,,,
539,TRUE,Nursing Care of Children: Principles & Practice,"James, Susan R.; Nelson, Kristine; Ashwill, Jean Weiler",,,2013?,Elsevier Saunders?,,Repetido de 533.,"TY  - BOOK|||T1  - Nursing Care of Children: Principles & Practice|||AU  - James, Susan R.|||AU  - Nelson, Kristine|||AU  - Ashwill, Jean Weiler|||PY  - 2013?|||PB  - Elsevier Saunders?|||N1  - Duplicate of 533.|||ER  - ",WY 159,RJ245,Pediatric Nursing,https://evolve.elsevier.com/cs/product/9781437728019?role=student,,,,,,,,,,,
540,TRUE,Nursing Today: Transition and Trends,"Zerwekh, JoAnn Graham; Claborn, Jo Carol",8th,,2015,Elsevier,,,"TY  - BOOK|||T1  - Nursing Today: Transition and Trends|||AU  - Zerwekh, JoAnn Graham|||AU  - Claborn, Jo Carol|||ED  - 8th|||PY  - 2015|||PB  - Elsevier|||ER  - ",WY 86,RT82,Nursing / trends,,,,,,,,,,,,
543,TRUE,Advanced Respiratory Therapist Exam Guide,"Sills, James R.",,,?,Mosby?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Advanced Respiratory Therapist Exam Guide|||AU  - Sills, James R.|||PB  - Mosby?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WF 18.2,RC735.I5,Respiratory Therapy; Examination Questions,,,,,,,,,,,,
544,TRUE,Mosby's Textbook for Medication Assistants,?,,,?,Mosby?,,Año/Edición desconocidos. Verificar.,TY  - BOOK|||T1  - Mosby's Textbook for Medication Assistants|||AU  - Mosby?|||PB  - Mosby?|||N1  - Year/Edition unknown. Verify details.|||ER  -,QV 18,RT84,Medication Systems; Allied Health Personnel,,,,,,,,,,,,
545,TRUE,Community/Public Health Nursing,"Nies, Mary A.; McEwen, Melanie",6th,,2015,Elsevier Saunders,,,"TY  - BOOK|||T1  - Community/Public Health Nursing|||AU  - Nies, Mary A.|||AU  - McEwen, Melanie|||ED  - 6th|||PY  - 2015|||PB  - Elsevier Saunders|||ER  - ",WY 106,RT98,Community Health Nursing; Public Health Nursing,,,,,,,,,,,,
546,TRUE,Basic Pharmacology for Nurses,"Clayton, Bruce D.; Stock, Yvonne N.",16th,,2014,Elsevier Mosby,,,"TY  - BOOK|||T1  - Basic Pharmacology for Nurses|||AU  - Clayton, Bruce D.|||AU  - Stock, Yvonne N.|||ED  - 16th|||PY  - 2014|||PB  - Elsevier Mosby|||ER  - ",QV 4,RM125,Pharmacology; Drug Therapy / nursing,https://evolve.elsevier.com/cs/product/9780323086015?role=student,,,,,,,,,,,
547,TRUE,Basic Pharmacology for Nurses,"Clayton, Bruce D.; Willihnganz, Michelle J.",15th?,?,,Mosby Elsevier?,15ª Ed es ~2010. Verificar.,,"TY  - BOOK|||T1  - Basic Pharmacology for Nurses|||AU  - Clayton, Bruce D.|||AU  - Willihnganz, Michelle J.|||ED  - 15th?|||PY  - 2010?|||PB  - Mosby Elsevier?|||N1  - 15th Ed is ~2010. Verify details.|||ER  - ",QV 4,RM125,Pharmacology; Drug Therapy / nursing,,,,,,,,,,,,
548,TRUE,The Administrative Medical Assistant,"Bonewit-West, Kathy; Hunt, Sue A.; Applegate, Edith J.",8th,,2014,Elsevier Saunders,,,"TY  - BOOK|||T1  - The Administrative Medical Assistant|||AU  - Bonewit-West, Kathy|||AU  - Hunt, Sue A.|||AU  - Applegate, Edith J.|||ED  - 8th|||PY  - 2014|||PB  - Elsevier Saunders|||ER  - ",W 80,R728.8,Medical Assistants; Office Management,,,,,,,,,,,,
549,TRUE,Respiratory Care Exam Review: Review for the Entry Level and Advanced Exams,"Gary, Persing",3rd?,?,,Mosby?,3ª Ed es ~2010. Verificar.,,"TY  - BOOK|||T1  - Respiratory Care Exam Review: Review for the Entry Level and Advanced Exams|||AU  - Gary, Persing|||ED  - 3rd?|||PY  - 2010?|||PB  - Mosby?|||N1  - 3rd Ed is ~2010. Verify details.|||ER  - ",WF 18.2,RC735.I5,Respiratory Therapy; Examination Questions,,,,,,,,,,,,
550,TRUE,Toward Healthy Aging: Human Needs & Nursing Response,"Ebersole, Priscilla; Touhy, Theris A.; Hess, Patricia; Luggen, Ann Schmidt",8th,,2012,Elsevier Mosby,,,"TY  - BOOK|||T1  - Toward Healthy Aging: Human Needs & Nursing Response|||AU  - Ebersole, Priscilla|||AU  - Touhy, Theris A.|||AU  - Hess, Patricia|||AU  - Luggen, Ann Schmidt|||ED  - 8th|||PY  - 2012|||PB  - Elsevier Mosby|||ER  - ",WT 100,RC954,Geriatric Nursing; Aged; Healthy Aging,,,,,,,,,,,,
551,TRUE,Logan's Fundamentals of Respiratory Care,"Wilkins, Robert L.; Stoller, James K.; Kacmarek, Robert M.",9th,,2009,Mosby Elsevier,,,"TY  - BOOK|||T1  - Logan's Fundamentals of Respiratory Care|||AU  - Wilkins, Robert L.|||AU  - Stoller, James K.|||AU  - Kacmarek, Robert M.|||ED  - 9th|||PY  - 2009|||PB  - Mosby Elsevier|||ER  - ",WF 145,RC735.I5,Respiratory Therapy,,,,,,,,,,,,
552,TRUE,Best Evidence for Spine Surgery: 20 Cardinal Cases,"Fehlings, Michael G.; Vaccaro, Alexander R.",,,2012?,Elsevier Saunders?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Best Evidence for Spine Surgery: 20 Cardinal Cases|||AU  - Fehlings, Michael G.|||AU  - Vaccaro, Alexander R.|||PY  - 2012?|||PB  - Elsevier Saunders?|||N1  - Year estimated. Verify details.|||ER  - ",WE 725,RD768,Spine / surgery; Evidence-Based Medicine; Case Reports,,,,,,,,,,,,
553,TRUE,Netter's Orthopaedics,"Greene, Walter B.",,,2006?,Elsevier Saunders?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Netter's Orthopaedics|||AU  - Greene, Walter B.|||PY  - 2006?|||PB  - Elsevier Saunders?|||N1  - Year estimated. Verify details.|||ER  - ",WE 17,RC925,Orthopedics; Musculoskeletal Diseases,,,,,,,,,,,,
554,TRUE,Concepts for Nursing Practice,"Giddens, Jean Foret",,,?,Elsevier?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Concepts for Nursing Practice|||AU  - Giddens, Jean Foret|||PB  - Elsevier?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WY 100,RT41,Nursing Theory,,,,,,,,,,,,
555,TRUE,Ultrasound Scanning: Principles and Protocols,"Tempkin, Betty Bates",3rd,,2009,Saunders Elsevier,,,"TY  - BOOK|||T1  - Ultrasound Scanning: Principles and Protocols|||AU  - Tempkin, Betty Bates|||ED  - 3rd|||PY  - 2009|||PB  - Saunders Elsevier|||ER  - ",WN 200,RC78.7.U4,Ultrasonography / methods,,,,,,,,,,,,
557,TRUE,Ergonomics for Therapists,"Jacobs, Karen",3rd,,2008,Mosby Elsevier,,,"TY  - BOOK|||T1  - Ergonomics for Therapists|||AU  - Jacobs, Karen|||ED  - 3rd|||PY  - 2008|||PB  - Mosby Elsevier|||ER  - ",WE 103,TA166,Human Engineering; Occupational Therapy; Physical Therapy Modalities,,,,,,,,,,,,
558,TRUE,Essentials of Nuclear Medicine Imaging,"Mettler, Fred A.; Guiberteau, Milton J.",6th,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Essentials of Nuclear Medicine Imaging|||AU  - Mettler, Fred A.|||AU  - Guiberteau, Milton J.|||ED  - 6th|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WN 440,RC78.7.R4,Nuclear Medicine; Radionuclide Imaging,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20100659944,,,,,,,,,,,
559,TRUE,Differential Diagnosis of Common Complaints,"Symons, Andrew B.",6th,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Differential Diagnosis of Common Complaints|||AU  - Symons, Andrew B.|||ED  - 6th|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WB 141,RC69,"Diagnosis, Differential",https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20100669356,,,,,,,,,,,
560,TRUE,The Activator Method,"Fuhr, Arlan W.; Colloca, Christopher J.; Green, Joel R.; Keller, Tony S.",2nd,,2009,Mosby Elsevier,,,"TY  - BOOK|||T1  - The Activator Method|||AU  - Fuhr, Arlan W.|||AU  - Colloca, Christopher J.|||AU  - Green, Joel R.|||AU  - Keller, Tony S.|||ED  - 2nd|||PY  - 2009|||PB  - Mosby Elsevier|||ER  - ",WB 905.9,RZ244,"Manipulation, Chiropractic / methods",,,,,,,,,,,,
561,TRUE,Cryoablation of Cardiac Arrhythmias,"Bredikis, Jurgis; Wilber, David J.",,,2011,Elsevier Saunders,,,"TY  - BOOK|||T1  - Cryoablation of Cardiac Arrhythmias|||AU  - Bredikis, Jurgis|||AU  - Wilber, David J.|||PY  - 2011|||PB  - Elsevier Saunders|||ER  - ",WG 330,RD598.35.C79,"Cryosurgery; Catheter Ablation; Arrhythmias, Cardiac / surgery",,,,,,,,,,,,
562,TRUE,Essentials of Assistive Technologies,"Lenker, James A.; Scherer, Marcia J.",,,2011?,Mosby?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Essentials of Assistive Technologies|||AU  - Lenker, James A.|||AU  - Scherer, Marcia J.|||PY  - 2011?|||PB  - Mosby?|||N1  - Year estimated. Verify details.|||ER  - ",W 26,RM950,Self-Help Devices; Disabled Persons,,,,,,,,,,,,
563,TRUE,Fundamental Concepts and Skills for Nursing,"deWit, Susan C.; O'Neill, Patricia A.",4th,,2014,Elsevier Saunders,,Repetido de 341.,"TY  - BOOK|||T1  - Fundamental Concepts and Skills for Nursing|||AU  - deWit, Susan C.|||AU  - O'Neill, Patricia A.|||ED  - 4th|||PY  - 2014|||PB  - Elsevier Saunders|||N1  - Duplicate of 341.|||ER  - ",WY 100,RT41,Nursing; Nursing Process,https://evolve.elsevier.com/cs/product/9781455746064?role=student,,,,,,,,,,,
564,TRUE,Saunders Q & A Review for the NCLEX-PN Examination,"Silvestri, Linda Anne",4th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Saunders Q & A Review for the NCLEX-PN Examination|||AU  - Silvestri, Linda Anne|||ED  - 4th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WY 18.2,RT62,"Nursing, Practical; Examination Questions",,,,,,,,,,,,
565,TRUE,Medical-Surgical Nursing: Assessment and Management of Clinical Problems,"Lewis, Sharon L.; Heitkemper, Margaret M.; Dirksen, Shannon Ruff; O'Brien, Patricia G.; Bucher, Linda",7th,,2007,Mosby Elsevier,,Posiblemente Vol 1? Verificar.,"TY  - BOOK|||T1  - Medical-Surgical Nursing: Assessment and Management of Clinical Problems|||AU  - Lewis, Sharon L.|||AU  - Heitkemper, Margaret M.|||AU  - Dirksen, Shannon Ruff|||AU  - O'Brien, Patricia G.|||AU  - Bucher, Linda|||ED  - 7th|||PY  - 2007|||PB  - Mosby Elsevier|||N1  - Possibly Vol 1? Verify details.|||ER  - ",WY 150,RT41,Perioperative Nursing,,,,,,,,,,,,
566,TRUE,Oncology Nursing,"Fulton, Janet S.; Otto, Shirley E.; Gulanick, Meg",5th,,2013,Elsevier Mosby,,,"TY  - BOOK|||T1  - Oncology Nursing|||AU  - Fulton, Janet S.|||AU  - Otto, Shirley E.|||AU  - Gulanick, Meg|||ED  - 5th|||PY  - 2013|||PB  - Elsevier Mosby|||ER  - ",WY 156,RC266,Oncologic Nursing,,,,,,,,,,,,
567,TRUE,Essentials of Pediatric Nursing,"Hockenberry, Marilyn J.; Wilson, David",9th,,2013,Elsevier Mosby,,,"TY  - BOOK|||T1  - Essentials of Pediatric Nursing|||AU  - Hockenberry, Marilyn J.|||AU  - Wilson, David|||ED  - 9th|||PY  - 2013|||PB  - Elsevier Mosby|||ER  - ",WY 159,RJ245,Pediatric Nursing,,,,,,,,,,,,
576,TRUE,Nursing Today: Transition and Trends,"Zerwekh, JoAnn Graham; Garneau, Angela Z.",7th,,2012,Elsevier Saunders,,,"TY  - BOOK|||T1  - Nursing Today: Transition and Trends|||AU  - Zerwekh, JoAnn Graham|||AU  - Garneau, Angela Z.|||ED  - 7th|||PY  - 2012|||PB  - Elsevier Saunders|||ER  - ",WY 86,RT82,Nursing / trends,,,,,,,,,,,,
577,TRUE,Fundamentals of Nursing,"Potter, Patricia A.; Perry, Anne Griffin",7th?,?,,Mosby Elsevier?,7ª Ed es ~2009. Verificar.,,"TY  - BOOK|||T1  - Fundamentals of Nursing|||AU  - Potter, Patricia A.|||AU  - Perry, Anne Griffin|||ED  - 7th?|||PY  - 2009?|||PB  - Mosby Elsevier?|||N1  - 7th Ed is ~2009. Verify details.|||ER  - ",WY 100,RT41,Nursing,,,,,,,,,,,,
578,TRUE,Fundamentals of Nursing,"Potter, Patricia A.; Perry, Anne Griffin; Stockert, Patricia A.; Hall, Amy M.",7th?,?,,Mosby?,Repetido de 577? Verificar.,,"TY  - BOOK|||T1  - Fundamentals of Nursing|||AU  - Potter, Patricia A.|||AU  - Perry, Anne Griffin|||AU  - Stockert, Patricia A.|||AU  - Hall, Amy M.|||ED  - 7th?|||PY  - 2009?|||PB  - Mosby?|||N1  - Duplicate of 577? Verify details.|||ER  - ",WY 100,RT41,Nursing,,,,,,,,,,,,
579,TRUE,Fundamentals of Nursing,"Potter, Patricia A.; Perry, Anne Griffin; Stockert, Patricia A.; Hall, Amy M.",7th?,?,,Mosby?,Repetido de 577/578? Verificar.,,"TY  - BOOK|||T1  - Fundamentals of Nursing|||AU  - Potter, Patricia A.|||AU  - Perry, Anne Griffin|||AU  - Stockert, Patricia A.|||AU  - Hall, Amy M.|||ED  - 7th?|||PY  - 2009?|||PB  - Mosby?|||N1  - Duplicate of 577/578? Verify details.|||ER  - ",WY 100,RT41,Nursing,,,,,,,,,,,,
580,TRUE,Imaging of Painful Spine Disorders,"Czerwonka, Thomas M.; Fenton, Douglas S.",,,2009?,Elsevier Saunders?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Imaging of Painful Spine Disorders|||AU  - Czerwonka, Thomas M.|||AU  - Fenton, Douglas S.|||PY  - 2009?|||PB  - Elsevier Saunders?|||N1  - Year estimated. Verify details.|||ER  - ",WE 725,RD768,Spinal Diseases / diagnostic imaging; Back Pain / diagnostic imaging,,,,,,,,,,,,
581,TRUE,Pharmacology for the Primary Care Provider,"Edmunds, Marilyn Winterton; Mayhew, Maren Stewart",2nd,,2004,Mosby,,,"TY  - BOOK|||T1  - Pharmacology for the Primary Care Provider|||AU  - Edmunds, Marilyn Winterton|||AU  - Mayhew, Maren Stewart|||ED  - 2nd|||PY  - 2004|||PB  - Mosby|||ER  - ",QV 4,RM262,Pharmacology; Primary Health Care; Drug Therapy,,,,,,,,,,,,
583,TRUE,Mosby's Comprehensive Review of Radiography: The Complete Study Guide and Career Planner,"Fauber, Terri L.",6th,,2012,Elsevier Mosby,,,"TY  - BOOK|||T1  - Mosby's Comprehensive Review of Radiography: The Complete Study Guide and Career Planner|||AU  - Fauber, Terri L.|||ED  - 6th|||PY  - 2012|||PB  - Elsevier Mosby|||ER  - ",WN 18.2,RC78,"Radiography; Technology, Radiologic; Examination Questions",,,,,,,,,,,,
584,TRUE,Clinical Anatomy and Physiology of the Visual System,"Remington, Lee Ann",3rd,,2012,Butterworth-Heinemann Elsevier,,Repetido de 206? (con info correcta).,"TY  - BOOK|||T1  - Clinical Anatomy and Physiology of the Visual System|||AU  - Remington, Lee Ann|||ED  - 3rd|||PY  - 2012|||PB  - Butterworth-Heinemann Elsevier|||N1  - Duplicate of 206? (with correct info).|||ER  - ",WW 101,QM511,Eye / anatomy & histology; Vision Physiology,https://www.elsevier.com/books/clinical-anatomy-and-physiology-for-the-visual-system/remington/978-1-4377-1926-0,,,,,,,,,,,
585,TRUE,Burke's Handbook for Physical Therapists,"Paz, Jaime C.; West, Michelle P.",,,?,Elsevier?,,Año/Edición desconocidos. Verificar.,"TY  - BOOK|||T1  - Burke's Handbook for Physical Therapists|||AU  - Paz, Jaime C.|||AU  - West, Michelle P.|||PB  - Elsevier?|||N1  - Year/Edition unknown. Verify details.|||ER  - ",WB 39,RM700,Physical Therapy Modalities; Handbooks,,,,,,,,,,,,
586,TRUE,Review of Orthopaedics,"Miller, Mark D.; Thompson, Stephen R.; Hart, Jennifer A.",6th,,2012,Elsevier Saunders,,Repetido de 372.,"TY  - BOOK|||T1  - Review of Orthopaedics|||AU  - Miller, Mark D.|||AU  - Thompson, Stephen R.|||AU  - Hart, Jennifer A.|||ED  - 6th|||PY  - 2012|||PB  - Elsevier Saunders|||N1  - Duplicate of 372.|||ER  - ",WE 18.2,RD732,Orthopedics; Examination Questions,https://www.clinicalkey.com/#!/browse/book/3-s2.0-C20100666225,,,,,,,,,,,
588,TRUE,Physical Agents in Rehabilitation: From Research to Practice,"Cameron, Michelle H.",4th,,2013,Elsevier Saunders,,,"TY  - BOOK|||T1  - Physical Agents in Rehabilitation: From Research to Practice|||AU  - Cameron, Michelle H.|||ED  - 4th|||PY  - 2013|||PB  - Elsevier Saunders|||ER  - ",WB 460,RM700,Physical Therapy Modalities; Rehabilitation,,,,,,,,,,,,
589,TRUE,Netter's Essential Physiology,"Mulroney, Susan E.; Myers, Adam K.",,,2009?,Saunders Elsevier?,,Año estimado. Verificar.,"TY  - BOOK|||T1  - Netter's Essential Physiology|||AU  - Mulroney, Susan E.|||AU  - Myers, Adam K.|||PY  - 2009?|||PB  - Saunders Elsevier?|||N1  - Year estimated. Verify details.|||ER  - ",QT 104,QP34.5,Physiology; Atlases,,,,,,,,,,,,
590,TRUE,The Kidney: Brenner & Rector's The Kidney,"Brenner, Barry M.",8th,2,2008,Saunders Elsevier,,Volumen 2.,"TY  - BOOK|||T1  - The Kidney: Brenner & Rector's The Kidney|||AU  - Brenner, Barry M.|||ED  - 8th|||VL  - 2|||PY  - 2008|||PB  - Saunders Elsevier|||N1  - Volume 2.|||ER  - ",WJ 300,RC902,Kidney; Kidney Diseases,,,,,,,,,,,,
591,TRUE,Brenner & Rector's The Kidney,"Brenner, Barry M.",8th,1,2008,Saunders Elsevier,,Volumen 1.,"TY  - BOOK|||T1  - Brenner & Rector's The Kidney|||AU  - Brenner, Barry M.|||ED  - 8th|||VL  - 1|||PY  - 2008|||PB  - Saunders Elsevier|||N1  - Volume 1.|||ER  - ",WJ 300,RC902,Kidney; Kidney Diseases,,,,,,,,,,,,
